ณฏยฅ, ฦ๒ฑีฑโฟย, รึฐํฑโฟย, รึภ๚ฑโฟย, ฦ๒ฑีฟ๎ทฎ, ภฯฐญผ๖ทฎ
2014-12-8, -1.6กษ, 2.7กษ, -4.8กษ, 1.1,  -
2014-12-9, -2.4กษ, 4.1กษ, -7.4กษ, 2.3,  -
2014-12-10, 1.6กษ, 4.2กษ, -1.9กษ, 9.4, 2.0mm
2014-12-11, -1.5กษ, 3.2กษ, -5.2กษ, 4.8, 0.5mm
2014-12-12, -3.8กษ, 0.5กษ, -7.0กษ, 3.6, 0.1mm
2014-12-13, -5.2กษ, -2.0กษ, -7.3กษ, 0.0,  -
2014-12-14, -3.6กษ, 0.6กษ, -8.6กษ, 4.8, 0.0mm
2014-12-15, -0.1กษ, 2.0กษ, -1.7กษ, 8.1, 10.5mm
2014-12-16, -4.9กษ, 1.7กษ, -9.4กษ, 3.4, 0.0mm
2014-12-17, -9.0กษ, -5.2กษ, -11.1กษ, 1.0,  -
2014-12-18, -8.3กษ, -2.2กษ, -13.2กษ, 0.0,  -
2014-12-19, -3.8กษ, 0.0กษ, -8.1กษ, 7.4, 0.9mm
2014-12-20, -1.7กษ, 2.1กษ, -6.6กษ, 3.6, 2.0mm
2014-12-21, -6.4กษ, -1.3กษ, -9.0กษ, 1.5, 0.0mm
2014-12-22, -4.7กษ, 0.8กษ, -9.7กษ, 3.3, 0.3mm
2014-12-23, -1.3กษ, 1.8กษ, -5.7กษ, 6.1,  -
2014-12-24, 1.7กษ, 6.4กษ, -3.1กษ, 3.8, 0.2mm
2014-12-25, -2.6กษ, 1.8กษ, -5.9กษ, 0.0,  -
2014-12-26, -3.2กษ, 2.5กษ, -7.4กษ, 0.4,  -
2014-12-27, -1.8กษ, 5.0กษ, -6.3กษ, 3.5,  -
2014-12-28, -0.8กษ, 1.6กษ, -3.6กษ, 7.5,  -
2014-12-29, 2.9กษ, 6.4กษ, -0.5กษ, 5.8,  -
2014-12-30, 1.9กษ, 6.3กษ, -1.6กษ, 0.3,  -
2014-12-31, -1.9กษ, 1.7กษ, -6.9กษ, 4.1, 0.0mm
