ณฏยฅ, ฦ๒ฑีฑโฟย, รึฐํฑโฟย, รึภ๚ฑโฟย, ฦ๒ฑีฟ๎ทฎ, ภฯฐญผ๖ทฎ
2017-7-16, 26.2กษ, 28.8กษ, 23.4กษ, 9.4, 22.5mm
2017-7-17, 26.8กษ, 29.0กษ, 24.0กษ, 9.1, 7.5mm
2017-7-18, 26.5กษ, 30.7กษ, 23.9กษ, 7.4, 2.5mm
2017-7-19, 28.3กษ, 34.1กษ, 24.5กษ, 5.9,  -
2017-7-20, 29.9กษ, 34.9กษ, 26.0กษ, 2.4,  -
2017-7-21, 29.8กษ, 32.4กษ, 27.3กษ, 8.6,  -
2017-7-22, 29.3กษ, 32.5กษ, 27.5กษ, 9.5, 0.5mm
2017-7-23, 27.0กษ, 28.1กษ, 26.1กษ, 9.8, 133.5mm
2017-7-24, 26.2กษ, 27.3กษ, 25.6กษ, 9.4, 3.0mm
2017-7-25, 29.4กษ, 35.4กษ, 24.6กษ, 4.3,  -
2017-7-26, 28.7กษ, 32.8กษ, 24.2กษ, 3.5,  -
2017-7-27, 27.1กษ, 29.7กษ, 24.9กษ, 9.4, 3.5mm
2017-7-28, 25.5กษ, 26.9กษ, 24.8กษ, 9.6, 8.5mm
2017-7-29, 27.2กษ, 30.1กษ, 25.0กษ, 7.5, 0.0mm
2017-7-30, 27.9กษ, 32.6กษ, 24.7กษ, 7.9,  -
2017-7-31, 25.7กษ, 27.1กษ, 24.8กษ, 9.6, 3.5mm
2017-8-1, 28.6กษ, 33.0กษ, 24.1กษ, 7.0, 2.0mm
2017-8-2, 30.0กษ, 33.0กษ, 26.6กษ, 5.1,  -
2017-8-3, 30.2กษ, 33.9กษ, 27.2กษ, 5.6,  -
2017-8-4, 30.3กษ, 35.3กษ, 25.9กษ, 6.3,  -
2017-8-5, 31.4กษ, 34.8กษ, 27.6กษ, 4.1, 0.0mm
2017-8-6, 29.8กษ, 34.0กษ, 28.2กษ, 6.9, 5.0mm
2017-8-7, 29.2กษ, 34.4กษ, 26.4กษ, 3.3,  -
2017-8-8, 28.2กษ, 31.0กษ, 25.5กษ, 8.0,  -
2017-8-9, 27.6กษ, 32.0กษ, 24.6กษ, 9.1, 2.5mm
2017-8-10, 24.8กษ, 26.3กษ, 23.9กษ, 9.9, 5.5mm
2017-8-11, 27.0กษ, 32.4กษ, 23.9กษ, 5.9, 0.5mm
2017-8-12, 27.8กษ, 32.6กษ, 23.2กษ, 5.6,  -
2017-8-13, 26.3กษ, 28.4กษ, 24.2กษ, 8.9, 0.0mm
2017-8-14, 24.6กษ, 27.1กษ, 23.1กษ, 9.6, 1.5mm
2017-8-15, 21.9กษ, 24.0กษ, 20.8กษ, 10.0, 93.5mm
2017-8-16, 23.3กษ, 26.8กษ, 20.5กษ, 9.6, 2.0mm
2017-8-17, 24.8กษ, 27.7กษ, 21.2กษ, 8.1, 0.5mm
2017-8-18, 26.3กษ, 30.6กษ, 23.9กษ, 8.3, 0.0mm
2017-8-19, 26.1กษ, 28.7กษ, 23.1กษ, 8.1, 0.0mm
2017-8-20, 23.2กษ, 25.8กษ, 22.0กษ, 10.0, 124.5mm
2017-8-21, 25.8กษ, 29.2กษ, 23.7กษ, 7.6, 5.0mm
2017-8-22, 27.3กษ, 31.5กษ, 23.4กษ, 4.4,  -
2017-8-23, 27.2กษ, 30.2กษ, 24.6กษ, 9.4, 31.5mm
2017-8-24, 26.5กษ, 28.1กษ, 23.9กษ, 7.9, 14.0mm
2017-8-25, 25.3กษ, 30.6กษ, 22.2กษ, 6.0,  -
2017-8-26, 24.2กษ, 29.2กษ, 19.0กษ, 1.9,  -
2017-8-27, 22.7กษ, 26.7กษ, 19.0กษ, 8.3, 0.0mm
2017-8-28, 21.5กษ, 26.5กษ, 18.3กษ, 9.1, 9.0mm
2017-8-29, 19.5กษ, 24.0กษ, 17.0กษ, 6.5,  -
2017-8-30, 19.8กษ, 23.9กษ, 16.1กษ, 7.1,  -
2017-8-31, 22.2กษ, 27.6กษ, 16.6กษ, 0.9,  -
2017-9-1, 23.3กษ, 29.7กษ, 17.1กษ, 0.4,  -
2017-9-2, 23.8กษ, 29.6กษ, 18.6กษ, 2.9,  -
2017-9-3, 23.7กษ, 29.2กษ, 19.0กษ, 3.0,  -
2017-9-4, 24.6กษ, 30.1กษ, 19.7กษ, 6.1,  -
2017-9-5, 21.9กษ, 23.7กษ, 20.4กษ, 8.8, 0.0mm
2017-9-6, 20.6กษ, 24.0กษ, 18.5กษ, 9.6, 2.0mm
2017-9-7, 22.4กษ, 27.5กษ, 17.8กษ, 5.6,  -
2017-9-8, 24.3กษ, 29.9กษ, 20.4กษ, 3.8,  -
2017-9-9, 23.8กษ, 28.2กษ, 19.2กษ, 2.8,  -
2017-9-10, 23.0กษ, 26.1กษ, 19.9กษ, 9.3, 0.5mm
2017-9-11, 21.2กษ, 24.6กษ, 18.6กษ, 7.6, 24.0mm
2017-9-12, 22.1กษ, 27.9กษ, 17.7กษ, 0.6,  -
2017-9-13, 21.4กษ, 27.5กษ, 15.9กษ, 0.0,  -
2017-9-14, 22.4กษ, 29.5กษ, 14.8กษ, 1.5,  -
2017-9-15, 22.6กษ, 27.9กษ, 17.8กษ, 3.9,  -
2017-9-16, 22.0กษ, 27.6กษ, 16.7กษ, 3.1,  -
2017-9-17, 23.1กษ, 29.2กษ, 19.0กษ, 3.5,  -
2017-9-18, 21.9กษ, 27.6กษ, 16.4กษ, 1.8,  -
2017-9-19, 22.6กษ, 25.8กษ, 20.1กษ, 7.9, 8.0mm
2017-9-20, 19.5กษ, 24.9กษ, 14.1กษ, 0.8,  -
2017-9-21, 20.3กษ, 27.0กษ, 14.2กษ, 0.5,  -
2017-9-22, 20.6กษ, 26.8กษ, 15.4กษ, 3.5,  -
2017-9-23, 21.8กษ, 27.3กษ, 17.6กษ, 6.6, 0.0mm
2017-9-24, 22.4กษ, 27.9กษ, 18.8กษ, 6.9, 0.0mm
2017-9-25, 23.4กษ, 30.1กษ, 17.4กษ, 2.5,  -
2017-9-26, 25.1กษ, 31.4กษ, 19.4กษ, 4.9, 0.0mm
2017-9-27, 22.7กษ, 27.3กษ, 19.9กษ, 8.8, 0.5mm
2017-9-28, 19.2กษ, 25.3กษ, 14.2กษ, 2.5,  -
2017-9-29, 17.4กษ, 23.5กษ, 11.2กษ, 3.1,  -
2017-9-30, 20.0กษ, 25.9กษ, 14.7กษ, 3.5,  -
2017-10-1, 18.2กษ, 21.2กษ, 15.5กษ, 8.9, 4.0mm
2017-10-2, 22.0กษ, 29.4กษ, 15.6กษ, 2.6, 1.5mm
2017-10-3, 17.6กษ, 23.6กษ, 13.4กษ, 5.8,  -
2017-10-4, 16.7กษ, 24.3กษ, 10.7กษ, 6.6,  -
2017-10-5, 18.7กษ, 23.4กษ, 13.9กษ, 8.0,  -
2017-10-6, 18.9กษ, 23.3กษ, 16.2กษ, 8.5, 0.5mm
2017-10-7, 21.9กษ, 28.8กษ, 16.9กษ, 7.5, 0.0mm
2017-10-8, 23.0กษ, 28.7กษ, 19.3กษ, 4.8,  -
2017-10-9, 22.5กษ, 27.6กษ, 19.8กษ, 6.5, 0.0mm
2017-10-10, 21.4กษ, 24.8กษ, 18.6กษ, 9.3, 0.4mm
2017-10-11, 15.5กษ, 21.7กษ, 12.2กษ, 9.3, 20.0mm
2017-10-12, 11.4กษ, 13.8กษ, 8.8กษ, 7.1,  -
2017-10-13, 12.8กษ, 18.9กษ, 6.1กษ, 3.4,  -
2017-10-14, 14.4กษ, 20.5กษ, 9.0กษ, 4.9,  -
2017-10-15, 15.8กษ, 23.0กษ, 9.0กษ, 5.4,  -
2017-10-16, 16.6กษ, 22.0กษ, 13.6กษ, 7.9,  -
2017-10-17, 16.2กษ, 23.9กษ, 9.2กษ, 0.4,  -
2017-10-18, 16.5กษ, 19.1กษ, 14.2กษ, 9.3, 0.1mm
2017-10-19, 17.0กษ, 23.2กษ, 11.9กษ, 3.8,  -
2017-10-20, 17.0กษ, 24.2กษ, 11.1กษ, 0.1,  -
2017-10-21, 17.6กษ, 25.2กษ, 11.0กษ, 0.0,  -
2017-10-22, 16.3กษ, 23.5กษ, 11.0กษ, 1.8,  -
2017-10-23, 13.7กษ, 20.6กษ, 8.6กษ, 0.0,  -
2017-10-24, 14.4กษ, 20.9กษ, 9.9กษ, 3.0,  -
2017-10-25, 14.4กษ, 20.6กษ, 9.5กษ, 2.9,  -
2017-10-26, 14.5กษ, 18.1กษ, 10.7กษ, 8.6,  -
2017-10-27, 16.9กษ, 24.2กษ, 11.9กษ, 1.9,  -
2017-10-28, 17.2กษ, 24.8กษ, 10.6กษ, 0.1,  -
2017-10-29, 11.5กษ, 17.2กษ, 6.3กษ, 0.0,  -
2017-10-30, 7.7กษ, 13.2กษ, 2.5กษ, 0.0,  -
2017-10-31, 10.4กษ, 16.0กษ, 3.6กษ, 1.8,  -
2017-11-1, 14.4กษ, 18.1กษ, 11.5กษ, 8.5,  -
2017-11-2, 15.5กษ, 18.0กษ, 14.0กษ, 8.8, 1.0mm
2017-11-3, 12.3กษ, 16.6กษ, 6.1กษ, 5.6, 1.5mm
2017-11-4, 7.8กษ, 13.7กษ, 4.5กษ, 2.4,  -
2017-11-5, 8.4กษ, 15.4กษ, 2.6กษ, 3.3,  -
2017-11-6, 11.4กษ, 16.5กษ, 8.0กษ, 5.5,  -
2017-11-7, 14.4กษ, 18.4กษ, 9.2กษ, 9.1, 0.0mm
2017-11-8, 13.1กษ, 17.2กษ, 6.9กษ, 3.9, 0.0mm
2017-11-9, 9.4กษ, 16.8กษ, 3.7กษ, 0.0,  -
2017-11-10, 9.8กษ, 15.9กษ, 5.3กษ, 4.4, 7.5mm
2017-11-11, 5.9กษ, 10.7กษ, 2.7กษ, 0.0,  -
2017-11-12, 5.3กษ, 11.4กษ, 0.3กษ, 1.5,  -
2017-11-13, 8.4กษ, 11.8กษ, 3.1กษ, 7.9, 4.5mm
2017-11-14, 7.5กษ, 11.4กษ, 2.9กษ, 1.9,  -
2017-11-15, 3.2กษ, 6.5กษ, -1.1กษ, 4.1,  -
2017-11-16, 1.0กษ, 6.4กษ, -3.4กษ, 0.0,  -
2017-11-17, 3.0กษ, 5.8กษ, -1.6กษ, 8.5, 0.0mm
2017-11-18, -2.1กษ, 2.6กษ, -4.8กษ, 0.0,  -
2017-11-19, -1.6กษ, 3.5กษ, -6.6กษ, 2.8,  -
2017-11-20, -0.4กษ, 4.2กษ, -3.9กษ, 3.5, 0.0mm
2017-11-21, 1.3กษ, 8.1กษ, -4.2กษ, 1.1,  -
2017-11-22, 4.3กษ, 10.8กษ, 0.6กษ, 5.1, 0.5mm
2017-11-23, 0.9กษ, 4.7กษ, -2.5กษ, 4.8, 1.2mm
2017-11-24, -0.4กษ, 2.9กษ, -2.5กษ, 3.3, 0.0mm
2017-11-25, 3.0กษ, 7.3กษ, -3.3กษ, 7.5, 24.0mm
2017-11-26, 3.3กษ, 7.6กษ, -0.3กษ, 4.3,  -
2017-11-27, 2.5กษ, 9.5กษ, -2.9กษ, 0.9,  -
2017-11-28, 6.4กษ, 11.2กษ, 1.3กษ, 8.4, 0.5mm
2017-11-29, 3.2กษ, 8.1กษ, -1.8กษ, 5.4, 0.0mm
2017-11-30, -2.4กษ, 2.7กษ, -5.2กษ, 2.0,  -
2017-12-1, -2.2กษ, 3.1กษ, -7.6กษ, 2.3, 0.0mm
2017-12-2, 1.9กษ, 8.1กษ, -4.6กษ, 3.8,  -
2017-12-3, 4.9กษ, 8.1กษ, 3.1กษ, 9.0, 4.0mm
2017-12-4, -1.2กษ, 4.5กษ, -6.1กษ, 1.4, 0.1mm
2017-12-5, -4.2กษ, -0.4กษ, -8.2กษ, 1.6, 0.1mm
2017-12-6, 0.2กษ, 6.0กษ, -4.5กษ, 7.0, 1.2mm
