ณฏยฅ, ฦ๒ฑีฑโฟย, รึฐํฑโฟย, รึภ๚ฑโฟย, ฦ๒ฑีฟ๎ทฎ, ภฯฐญผ๖ทฎ
2015-12-9, 5.0กษ, 10.9กษ, -0.8กษ, 5.3,  -
2015-12-10, 7.8กษ, 9.2กษ, 5.8กษ, 8.8, 0.3mm
2015-12-11, 6.4กษ, 12.2กษ, 3.3กษ, 2.0,  -
2015-12-12, 5.2กษ, 11.0กษ, 1.1กษ, 1.3,  -
2015-12-13, 5.2กษ, 12.2กษ, 0.9กษ, 1.6,  -
2015-12-14, 5.0กษ, 6.4กษ, 2.6กษ, 9.8, 2.5mm
2015-12-15, 4.7กษ, 8.2กษ, 2.0กษ, 8.0, 0.1mm
2015-12-16, -1.0กษ, 2.8กษ, -5.0กษ, 2.0,  -
2015-12-17, -4.6กษ, -0.4กษ, -7.4กษ, 0.0,  -
2015-12-18, -3.3กษ, -1.0กษ, -7.0กษ, 6.3, 0.0mm
2015-12-19, -0.1กษ, 6.8กษ, -4.6กษ, 0.5,  -
2015-12-20, 1.5กษ, 6.0กษ, -3.4กษ, 7.0,  -
2015-12-21, 2.2กษ, 5.0กษ, -0.2กษ, 5.8, 2.0mm
2015-12-22, 3.1กษ, 7.7กษ, -1.5กษ, 3.8,  -
2015-12-23, 5.9กษ, 10.6กษ, 2.9กษ, 4.5, 0.4mm
2015-12-24, 1.5กษ, 5.3กษ, -1.6กษ, 4.5,  -
2015-12-25, -0.8กษ, 3.7กษ, -4.9กษ, 2.3, 0.0mm
2015-12-26, 0.9กษ, 4.7กษ, -3.2กษ, 4.5, 0.7mm
2015-12-27, -5.7กษ, -1.0กษ, -8.9กษ, 0.0,  -
2015-12-28, -5.7กษ, -1.0กษ, -9.5กษ, 0.0,  -
2015-12-29, -3.2กษ, 2.9กษ, -8.7กษ, 3.8,  -
2015-12-30, 0.3กษ, 4.3กษ, -3.5กษ, 6.9, 2.5mm
2015-12-31, 0.7กษ, 2.8กษ, -1.9กษ, 5.0,  -
